                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                0.63925,                0.63138,                0.92803,                0.95153,                 0.9533,                0.97998,                0.84757,                0.55197,                0.52388,                0.86217,               0.005116,               0.005116,               0.005116
                    150,                0.72329,                0.74097,                0.95272,                0.98022,                0.98008,                0.99359,                 0.8614,                0.54507,                0.52901,                0.85694,               0.005083,               0.005083,               0.005083
                    151,                 0.6975,                 0.7114,                0.93961,                0.97336,                0.99515,                  0.995,                0.86034,                0.54084,                0.51931,                0.85511,                0.00505,                0.00505,                0.00505
                    152,                0.71071,                0.69311,                0.94684,                0.97336,                0.99515,                  0.995,                0.86034,                0.54084,                0.51931,                0.85511,               0.005017,               0.005017,               0.005017
                    153,                0.66073,                0.66611,                0.93822,                0.99082,                0.98958,                0.99421,                0.85684,                0.56191,                0.52414,                0.86111,               0.004984,               0.004984,               0.004984
                    154,                0.71458,                0.72499,                0.94555,                0.98914,                0.99099,                0.99466,                 0.8571,                 0.5448,                 0.5101,                0.85704,               0.004951,               0.004951,               0.004951
                    155,                0.71107,                0.73442,                0.95602,                0.98978,                0.99099,                0.99466,                0.87034,                0.55113,                0.51247,                 0.8557,               0.004918,               0.004918,               0.004918
                    156,                0.66364,                0.68433,                0.92646,                0.98978,                0.99099,                0.99466,                0.87034,                0.55113,                0.51247,                 0.8557,               0.004885,               0.004885,               0.004885
                    157,                0.65412,                0.67452,                0.92559,                0.98768,                0.99099,                 0.9937,                0.86017,                0.55455,                0.53081,                 0.8563,               0.004852,               0.004852,               0.004852
                    158,                0.70527,                0.64793,                0.92615,                0.99119,                0.99099,                0.99327,                0.86574,                0.52952,                0.50726,                0.85057,               0.004819,               0.004819,               0.004819
                    159,                0.68617,                0.69227,                0.94569,                0.99303,                0.99099,                0.99466,                  0.868,                0.53286,                0.50344,                0.85301,               0.004786,               0.004786,               0.004786
                    160,                0.65318,                0.70192,                0.93447,                0.99303,                0.99099,                0.99466,                  0.868,                0.53286,                0.50344,                0.85301,               0.004753,               0.004753,               0.004753
                    161,                0.69621,                0.70586,                0.93739,                0.99258,                0.99825,                  0.995,                0.86276,                0.54013,                0.48778,                0.85798,                0.00472,                0.00472,                0.00472
                    162,                0.68469,                0.68107,                0.91954,                0.98589,                      1,                0.99482,                0.86358,                0.52293,                0.47337,                0.85511,               0.004687,               0.004687,               0.004687
                    163,                0.65787,                0.67937,                0.92615,                0.99233,                0.99935,                  0.995,                0.86355,                0.53561,                0.46972,                0.85824,               0.004654,               0.004654,               0.004654
                    164,                0.68884,                 0.6669,                0.92152,                0.99233,                0.99935,                  0.995,                0.86355,                0.53561,                0.46972,                0.85824,               0.004621,               0.004621,               0.004621
                    165,                0.62656,                0.69177,                0.91734,                0.99418,                0.98445,                  0.995,                0.86913,                0.52199,                 0.4773,                0.85272,               0.004588,               0.004588,               0.004588
                    166,                0.70395,                0.68961,                0.96317,                0.96602,                0.95959,                 0.9811,                0.85483,                0.51609,                0.50332,                0.84979,               0.004555,               0.004555,               0.004555
                    167,                0.61383,                0.66012,                0.88933,                  0.942,                0.94471,                0.96975,                0.81179,                0.57395,                0.56468,                 0.8682,               0.004522,               0.004522,               0.004522
                    168,                0.65879,                0.64377,                0.93494,                  0.942,                0.94471,                0.96975,                0.81179,                0.57395,                0.56468,                 0.8682,               0.004489,               0.004489,               0.004489
                    169,                0.68893,                 0.6654,                0.92394,                0.90047,                0.91365,                0.95037,                0.78641,                0.57863,                0.62794,                0.86985,               0.004456,               0.004456,               0.004456
                    170,                0.66602,                0.67374,                0.94264,                0.88715,                0.92626,                0.95766,                0.80253,                0.54183,                0.56961,                0.85739,               0.004423,               0.004423,               0.004423
                    171,                0.62897,                0.58773,                0.90011,                0.96268,                0.96349,                0.97838,                0.83646,                0.55211,                 0.5517,                0.86338,                0.00439,                0.00439,                0.00439
                    172,                0.66763,                0.67667,                0.94216,                0.96268,                0.96349,                0.97838,                0.83646,                0.55211,                 0.5517,                0.86338,               0.004357,               0.004357,               0.004357
                    173,                0.62648,                0.63956,                0.90898,                0.96118,                0.97343,                0.99008,                0.85118,                0.52279,                0.51139,                0.85165,               0.004324,               0.004324,               0.004324
                    174,                0.63584,                0.64214,                0.91954,                0.98581,                 0.9714,                0.99389,                0.87184,                0.50176,                0.49083,                0.84409,               0.004291,               0.004291,               0.004291
                    175,                0.69355,                0.69445,                0.92417,                  0.992,                0.98271,                0.99463,                0.87089,                0.50869,                0.48885,                 0.8465,               0.004258,               0.004258,               0.004258
                    176,                0.67276,                0.64086,                0.92636,                  0.992,                0.98271,                0.99463,                0.87089,                0.50869,                0.48885,                 0.8465,               0.004225,               0.004225,               0.004225
                    177,                0.68906,                0.69007,                0.92952,                0.99585,                0.99099,                0.99421,                0.88073,                 0.4957,                0.47321,                0.84195,               0.004192,               0.004192,               0.004192
                    178,                0.64027,                0.65242,                0.93763,                0.99463,                0.99099,                0.99317,                0.88451,                0.49214,                0.47214,                0.84221,               0.004159,               0.004159,               0.004159
                    179,                 0.6455,                0.62796,                0.93298,                0.97544,                0.98929,                 0.9897,                0.86088,                0.51451,                0.46416,                0.85289,               0.004126,               0.004126,               0.004126
                    180,                0.65869,                0.64107,                0.92181,                0.97544,                0.98929,                 0.9897,                0.86088,                0.51451,                0.46416,                0.85289,               0.004093,               0.004093,               0.004093
                    181,                0.67478,                0.64261,                0.92899,                0.98715,                 0.9324,                0.98549,                0.83867,                0.51682,                0.51073,                0.85949,                0.00406,                0.00406,                0.00406
                    182,                0.65915,                0.63242,                0.91324,                0.93944,                0.86341,                0.96882,                0.81428,                0.53539,                0.55176,                0.86947,               0.004027,               0.004027,               0.004027
                    183,                0.68914,                0.69621,                0.94971,                0.92293,                0.89215,                0.96953,                0.82673,                0.51905,                0.51792,                0.86254,               0.003994,               0.003994,               0.003994
                    184,                0.65601,                0.60314,                0.91243,                0.92293,                0.89215,                0.96953,                0.82673,                0.51905,                0.51792,                0.86254,               0.003961,               0.003961,               0.003961
                    185,                0.65043,                0.64615,                0.94504,                0.96734,                0.90906,                0.97719,                0.84328,                0.52042,                0.50573,                0.86117,               0.003928,               0.003928,               0.003928
                    186,                0.66529,                0.64488,                0.93794,                0.94187,                0.97285,                0.97958,                0.86237,                0.50533,                0.49127,                0.85214,               0.003895,               0.003895,               0.003895
                    187,                0.66359,                0.60674,                0.92185,                0.90687,                0.98933,                0.97071,                 0.8367,                0.51388,                 0.5017,                0.85729,               0.003862,               0.003862,               0.003862
                    188,                0.64753,                0.60476,                0.91372,                0.90687,                0.98933,                0.97071,                 0.8367,                0.51388,                 0.5017,                0.85729,               0.003829,               0.003829,               0.003829
                    189,                 0.6419,                0.64369,                0.91139,                0.91028,                0.97735,                0.97481,                0.85066,                0.49731,                0.50286,                0.85066,               0.003796,               0.003796,               0.003796
                    190,                 0.6475,                0.65784,                0.93526,                0.93696,                 0.9812,                0.97957,                0.84576,                 0.4971,                0.48982,                0.84905,               0.003763,               0.003763,               0.003763
                    191,                0.60789,                0.60873,                0.91991,                 0.9704,                0.99099,                0.98816,                0.86208,                0.48489,                0.46889,                0.84602,                0.00373,                0.00373,                0.00373
                    192,                0.65601,                0.62506,                0.92523,                 0.9704,                0.99099,                0.98816,                0.86208,                0.48489,                0.46889,                0.84602,               0.003697,               0.003697,               0.003697
                    193,                0.62733,                0.60218,                0.91457,                0.97752,                0.99099,                0.98782,                0.85966,                0.48949,                0.46591,                0.84612,               0.003664,               0.003664,               0.003664
                    194,                0.62808,                0.63246,                0.92649,                 0.9861,                0.99099,                0.98977,                0.86498,                0.48344,                0.46514,                0.84221,               0.003631,               0.003631,               0.003631
                    195,                0.62623,                0.63236,                0.90694,                0.99097,                0.99099,                0.99358,                0.87402,                0.47849,                 0.4439,                0.84148,               0.003598,               0.003598,               0.003598
                    196,                0.63344,                0.58621,                0.90938,                0.99097,                0.99099,                0.99358,                0.87402,                0.47849,                 0.4439,                0.84148,               0.003565,               0.003565,               0.003565
                    197,                0.65087,                0.63755,                0.91799,                0.98795,                0.99099,                0.99231,                0.87871,                0.48456,                0.44652,                0.84202,               0.003532,               0.003532,               0.003532
                    198,                0.64689,                0.63416,                0.92818,                 0.9881,                0.99099,                0.99421,                0.87428,                0.48361,                0.44585,                0.84189,               0.003499,               0.003499,               0.003499
                    199,                0.60283,                0.56871,                0.88964,                0.98418,                0.99099,                 0.9945,                0.87974,                0.48682,                0.44586,                0.84257,               0.003466,               0.003466,               0.003466
                    200,                0.63384,                0.64411,                0.92789,                0.98418,                0.99099,                 0.9945,                0.87974,                0.48682,                0.44586,                0.84257,               0.003433,               0.003433,               0.003433
                    201,                0.61866,                0.59586,                0.90978,                0.98419,                0.99099,                0.99466,                0.87305,                0.49198,                0.43928,                0.84475,                 0.0034,                 0.0034,                 0.0034
                    202,                0.62113,                0.61892,                 0.9179,                0.98372,                0.99283,                  0.995,                0.86977,                0.48504,                0.43543,                0.84262,               0.003367,               0.003367,               0.003367
                    203,                0.65211,                0.58775,                0.93339,                0.98901,                0.99908,                  0.995,                0.88345,                0.47612,                0.41878,                0.84038,               0.003334,               0.003334,               0.003334
                    204,                0.62433,                0.57055,                 0.8899,                0.98901,                0.99908,                  0.995,                0.88345,                0.47612,                0.41878,                0.84038,               0.003301,               0.003301,               0.003301
                    205,                0.60085,                0.56094,                0.88249,                0.99104,                 0.9925,                  0.995,                0.88283,                0.47525,                0.42037,                0.84021,               0.003268,               0.003268,               0.003268
                    206,                0.68181,                0.63528,                0.93424,                0.99526,                0.99378,                  0.995,                0.87962,                0.47811,                0.43341,                0.84131,               0.003235,               0.003235,               0.003235
                    207,                0.64698,                0.65094,                 0.9087,                0.99296,                0.99593,                  0.995,                0.88503,                0.47376,                0.44214,                0.84321,               0.003202,               0.003202,               0.003202
                    208,                0.60705,                0.55805,                0.89753,                0.99296,                0.99593,                  0.995,                0.88503,                0.47376,                0.44214,                0.84321,               0.003169,               0.003169,               0.003169
                    209,                0.63063,                0.57718,                0.91818,                0.99361,                0.99954,                  0.995,                0.87148,                0.49189,                0.44075,                 0.8478,               0.003136,               0.003136,               0.003136
                    210,                0.58229,                0.55984,                0.89711,                0.99298,                 0.9992,                  0.995,                0.88619,                0.47846,                0.43153,                  0.844,               0.003103,               0.003103,               0.003103
                    211,                0.58595,                0.56878,                0.91111,                0.99021,                 0.9988,                  0.995,                0.88853,                0.48751,                0.43241,                0.84702,                0.00307,                0.00307,                0.00307
                    212,                0.62916,                0.60205,                0.93076,                0.99021,                 0.9988,                  0.995,                0.88853,                0.48751,                0.43241,                0.84702,               0.003037,               0.003037,               0.003037
                    213,                0.62229,                0.57452,                0.90039,                0.98877,                0.99861,                  0.995,                0.88502,                0.48776,                0.43395,                0.84865,               0.003004,               0.003004,               0.003004
                    214,                0.57786,                0.56126,                0.90228,                0.98766,                0.99838,                  0.995,                0.88051,                0.49904,                0.43051,                0.84772,               0.002971,               0.002971,               0.002971
                    215,                0.68062,                 0.6349,                0.95012,                 0.9953,                0.98884,                0.99482,                0.88777,                0.49516,                0.45166,                0.84484,               0.002938,               0.002938,               0.002938
                    216,                0.64184,                 0.6295,                0.93684,                 0.9953,                0.98884,                0.99482,                0.88777,                0.49516,                0.45166,                0.84484,               0.002905,               0.002905,               0.002905
                    217,                 0.6114,                0.62991,                 0.9198,                0.98656,                0.99848,                  0.995,                0.88638,                0.47391,                0.43031,                0.84031,               0.002872,               0.002872,               0.002872
                    218,                0.60511,                0.58686,                0.90405,                0.98088,                      1,                0.99456,                 0.8949,                0.47057,                0.43307,                0.83918,               0.002839,               0.002839,               0.002839
                    219,                0.62826,                0.63289,                0.91953,                0.99549,                0.98198,                0.99456,                0.89497,                0.47046,                0.42555,                0.83834,               0.002806,               0.002806,               0.002806
                    220,                0.58009,                 0.5902,                0.92336,                0.99549,                0.98198,                0.99456,                0.89497,                0.47046,                0.42555,                0.83834,               0.002773,               0.002773,               0.002773
                    221,                0.61188,                 0.5923,                0.91432,                0.98936,                0.99099,                0.99482,                0.89243,                0.46943,                0.41422,                0.83922,                0.00274,                0.00274,                0.00274
                    222,                0.55675,                0.55898,                 0.8867,                0.98836,                0.99024,                0.99466,                 0.8942,                0.46315,                 0.4091,                0.83815,               0.002707,               0.002707,               0.002707
                    223,                0.62755,                0.59244,                0.90898,                0.98486,                0.99828,                  0.995,                0.89113,                0.45871,                0.40456,                0.83714,               0.002674,               0.002674,               0.002674
                    224,                0.58312,                0.55476,                  0.918,                0.98486,                0.99828,                  0.995,                0.89113,                0.45871,                0.40456,                0.83714,               0.002641,               0.002641,               0.002641
                    225,                0.62897,                0.54748,                0.91683,                0.98861,                0.99099,                0.99466,                0.88926,                0.45842,                 0.4026,                0.83595,               0.002608,               0.002608,               0.002608
                    226,                0.61854,                0.59102,                 0.9209,                0.97995,                0.99099,                0.99412,                 0.8799,                0.47617,                0.41324,                0.84174,               0.002575,               0.002575,               0.002575
                    227,                0.63585,                0.60235,                0.92475,                 0.9732,                0.99619,                 0.9943,                0.87585,                0.48318,                 0.4247,                0.84466,               0.002542,               0.002542,               0.002542
                    228,                0.62586,                0.57372,                0.92792,                 0.9732,                0.99619,                 0.9943,                0.87585,                0.48318,                 0.4247,                0.84466,               0.002509,               0.002509,               0.002509
                    229,                0.60977,                0.57016,                0.90951,                0.99426,                0.97717,                0.99456,                0.88276,                0.46332,                0.41898,                0.83681,               0.002476,               0.002476,               0.002476
                    230,                0.58747,                0.54232,                0.89808,                0.99045,                0.98198,                0.99456,                0.88665,                0.45693,                0.42326,                0.83401,               0.002443,               0.002443,               0.002443
                    231,                0.59744,                0.56782,                0.90509,                0.98905,                0.98905,                0.99482,                0.89895,                 0.4544,                0.41901,                0.83214,                0.00241,                0.00241,                0.00241
                    232,                0.59859,                0.58946,                0.89395,                0.98905,                0.98905,                0.99482,                0.89895,                 0.4544,                0.41901,                0.83214,               0.002377,               0.002377,               0.002377
                    233,                0.57182,                0.54169,                0.87694,                0.99186,                 0.9894,                0.99482,                0.89166,                0.45679,                0.40677,                0.83295,               0.002344,               0.002344,               0.002344
                    234,                0.56983,                 0.5398,                0.88243,                0.99563,                0.98972,                0.99482,                0.88797,                0.45607,                0.39562,                0.83372,               0.002311,               0.002311,               0.002311
                    235,                0.59917,                0.55559,                0.90928,                0.99695,                 0.9904,                0.99482,                0.89352,                0.45081,                0.39098,                0.83003,               0.002278,               0.002278,               0.002278
                    236,                0.61168,                0.58424,                0.92611,                0.99695,                 0.9904,                0.99482,                0.89352,                0.45081,                0.39098,                0.83003,               0.002245,               0.002245,               0.002245
                    237,                0.57919,                 0.5219,                0.88294,                0.99795,                0.99099,                0.99466,                0.89849,                0.45073,                0.38293,                 0.8311,               0.002212,               0.002212,               0.002212
                    238,                0.59296,                0.57595,                0.90521,                0.99741,                0.99099,                0.99482,                0.90775,                 0.4421,                0.37624,                0.82881,               0.002179,               0.002179,               0.002179
                    239,                0.62275,                0.58314,                0.92622,                0.99782,                0.99099,                0.99482,                0.90375,                0.44825,                   0.38,                0.82753,               0.002146,               0.002146,               0.002146
                    240,                0.57797,                0.53237,                0.89513,                0.99782,                0.99099,                0.99482,                0.90375,                0.44825,                   0.38,                0.82753,               0.002113,               0.002113,               0.002113
                    241,                0.60382,                  0.581,                0.92285,                0.99752,                0.99205,                  0.995,                0.90294,                 0.4496,                0.37954,                0.82816,                0.00208,                0.00208,                0.00208
                    242,                0.60282,                0.53714,                0.91901,                0.99699,                0.99099,                0.99482,                0.90063,                0.44824,                0.38176,                0.82657,               0.002047,               0.002047,               0.002047
                    243,                0.54475,                0.51607,                0.88051,                0.99519,                0.99099,                0.99482,                0.89346,                 0.4526,                0.38669,                 0.8274,               0.002014,               0.002014,               0.002014
                    244,                0.54409,                0.52246,                0.88075,                0.99519,                0.99099,                0.99482,                0.89346,                 0.4526,                0.38669,                 0.8274,               0.001981,               0.001981,               0.001981
                    245,                 0.5665,                0.52382,                 0.8876,                0.99621,                0.99201,                  0.995,                0.89338,                 0.4552,                0.38949,                0.82809,               0.001948,               0.001948,               0.001948
                    246,                0.55841,                0.49171,                0.87948,                0.98885,                0.99879,                  0.995,                0.89183,                0.46509,                0.39121,                0.82975,               0.001915,               0.001915,               0.001915
                    247,                 0.5739,                0.55156,                 0.9021,                0.99107,                0.99876,                  0.995,                0.88173,                0.49011,                0.40504,                0.83347,               0.001882,               0.001882,               0.001882
                    248,                0.59923,                0.53736,                0.90944,                0.99107,                0.99876,                  0.995,                0.88173,                0.49011,                0.40504,                0.83347,               0.001849,               0.001849,               0.001849
                    249,                0.59621,                 0.5449,                0.89755,                0.99217,                0.99904,                  0.995,                0.89597,                0.46355,                0.39325,                0.82908,               0.001816,               0.001816,               0.001816
                    250,                0.57097,                0.51567,                0.89313,                0.99405,                      1,                  0.995,                0.89916,                0.45373,                0.38968,                0.82774,               0.001783,               0.001783,               0.001783
                    251,                 0.5942,                0.52401,                0.91995,                0.99454,                      1,                  0.995,                0.89764,                0.45967,                0.39297,                0.82887,                0.00175,                0.00175,                0.00175
                    252,                0.52573,                0.52445,                0.88592,                0.99454,                      1,                  0.995,                0.89764,                0.45967,                0.39297,                0.82887,               0.001717,               0.001717,               0.001717
                    253,                0.59643,                0.53717,                0.89611,                0.99022,                0.99989,                  0.995,                0.89978,                 0.4489,                0.39075,                0.82569,               0.001684,               0.001684,               0.001684
                    254,                0.56652,                0.53814,                0.88839,                0.98894,                0.99877,                  0.995,                0.89972,                0.44281,                0.38826,                0.82378,               0.001651,               0.001651,               0.001651
                    255,                0.60693,                0.56013,                0.91905,                 0.9886,                0.99783,                  0.995,                0.90128,                0.44599,                 0.3907,                 0.8239,               0.001618,               0.001618,               0.001618
                    256,                0.55444,                0.50256,                0.88538,                 0.9886,                0.99783,                  0.995,                0.90128,                0.44599,                 0.3907,                 0.8239,               0.001585,               0.001585,               0.001585
                    257,                0.62125,                0.56504,                0.92265,                0.98865,                0.99824,                  0.995,                 0.9016,                0.44695,                0.39003,                0.82359,               0.001552,               0.001552,               0.001552
                    258,                0.56517,                0.54295,                0.89975,                0.99047,                0.99837,                  0.995,                0.90731,                0.43562,                 0.3834,                0.82185,               0.001519,               0.001519,               0.001519
                    259,                0.56498,                0.53222,                0.89624,                0.99182,                0.99873,                  0.995,                0.90383,                0.43665,                0.38272,                0.82268,               0.001486,               0.001486,               0.001486
                    260,                0.58611,                0.52257,                0.91611,                0.99182,                0.99873,                  0.995,                0.90383,                0.43665,                0.38272,                0.82268,               0.001453,               0.001453,               0.001453
                    261,                0.56032,                0.54547,                0.91038,                0.99392,                 0.9989,                  0.995,                0.90237,                0.43455,                0.37959,                 0.8223,                0.00142,                0.00142,                0.00142
                    262,                0.56677,                0.54206,                 0.8936,                0.99516,                0.99894,                  0.995,                0.90698,                0.43182,                0.37501,                0.82241,               0.001387,               0.001387,               0.001387
                    263,                0.59487,                0.56696,                0.91922,                0.99811,                0.99923,                  0.995,                0.90314,                0.43359,                 0.3707,                0.82325,               0.001354,               0.001354,               0.001354
                    264,                0.57629,                0.52605,                0.91087,                0.99811,                0.99923,                  0.995,                0.90314,                0.43359,                 0.3707,                0.82325,               0.001321,               0.001321,               0.001321
                    265,                0.57208,                0.56424,                 0.9126,                0.99802,                0.99968,                  0.995,                0.90337,                0.43614,                0.36924,                0.82426,               0.001288,               0.001288,               0.001288
                    266,                0.55575,                0.50071,                0.90953,                0.99598,                0.99992,                  0.995,                0.90813,                0.43568,                0.36831,                0.82425,               0.001255,               0.001255,               0.001255
                    267,                0.60716,                0.51855,                0.91636,                 0.9982,                      1,                  0.995,                 0.9148,                 0.4327,                0.36522,                0.82401,               0.001222,               0.001222,               0.001222
                    268,                0.57203,                0.53562,                0.90756,                 0.9982,                      1,                  0.995,                 0.9148,                 0.4327,                0.36522,                0.82401,               0.001189,               0.001189,               0.001189
                    269,                0.59519,                0.52049,                0.90945,                0.99828,                      1,                  0.995,                0.91931,                0.42827,                 0.3622,                0.82335,               0.001156,               0.001156,               0.001156
                    270,                0.53943,                0.49906,                 0.8847,                0.99783,                      1,                  0.995,                0.91643,                 0.4228,                 0.3596,                  0.822,               0.001123,               0.001123,               0.001123
                    271,                0.53769,                0.49369,                 0.8945,                0.99758,                      1,                  0.995,                0.91894,                0.41843,                0.35301,                0.82146,                0.00109,                0.00109,                0.00109
                    272,                0.51674,                 0.4741,                0.89247,                0.99758,                      1,                  0.995,                0.91894,                0.41843,                0.35301,                0.82146,               0.001057,               0.001057,               0.001057
                    273,                0.57518,                0.55896,                 0.9248,                0.99791,                      1,                  0.995,                0.91574,                0.41459,                0.35303,                 0.8212,               0.001024,               0.001024,               0.001024
                    274,                0.56272,                0.50438,                0.89505,                0.99795,                      1,                  0.995,                0.92216,                0.41115,                0.35277,                0.82038,               0.000991,               0.000991,               0.000991
                    275,                 0.5748,                0.53711,                0.90887,                0.99765,                      1,                  0.995,                0.91889,                0.41148,                0.35107,                0.81956,               0.000958,               0.000958,               0.000958
                    276,                0.53991,                0.50189,                0.89278,                0.99765,                      1,                  0.995,                0.91889,                0.41148,                0.35107,                0.81956,               0.000925,               0.000925,               0.000925
                    277,                0.54481,                0.48346,                0.88689,                0.99735,                      1,                  0.995,                0.92467,                0.41351,                 0.3524,                0.81914,               0.000892,               0.000892,               0.000892
                    278,                0.56371,                0.50748,                0.90196,                0.99713,                      1,                  0.995,                0.92146,                0.41301,                0.35497,                0.81857,               0.000859,               0.000859,               0.000859
                    279,                0.51594,                0.48692,                 0.8733,                0.99706,                      1,                  0.995,                0.92006,                0.40975,                0.35144,                0.81772,               0.000826,               0.000826,               0.000826
                    280,                0.57664,                 0.5679,                0.91688,                0.99706,                      1,                  0.995,                0.92006,                0.40975,                0.35144,                0.81772,               0.000793,               0.000793,               0.000793
                    281,                0.51724,                0.46891,                0.89149,                0.99688,                      1,                  0.995,                0.91972,                0.40805,                0.35114,                0.81764,                0.00076,                0.00076,                0.00076
                    282,                 0.5724,                0.50492,                0.90934,                0.99679,                      1,                  0.995,                0.92256,                0.40586,                0.34878,                0.81747,               0.000727,               0.000727,               0.000727
                    283,                0.55912,                0.49312,                0.91476,                0.99681,                      1,                  0.995,                 0.9186,                0.40413,                0.34627,                0.81779,               0.000694,               0.000694,               0.000694
                    284,                0.54602,                0.50013,                0.89554,                0.99681,                      1,                  0.995,                 0.9186,                0.40413,                0.34627,                0.81779,               0.000661,               0.000661,               0.000661
                    285,                0.53114,                0.52387,                0.89621,                0.99686,                      1,                  0.995,                0.91886,                0.40372,                0.34711,                 0.8179,               0.000628,               0.000628,               0.000628
                    286,                0.54979,                0.51911,                0.89069,                  0.997,                      1,                  0.995,                0.91569,                 0.4075,                0.34723,                0.81877,               0.000595,               0.000595,               0.000595
                    287,                0.56035,                0.51694,                0.88672,                0.99689,                      1,                  0.995,                0.91605,                0.40844,                0.34769,                0.81944,               0.000562,               0.000562,               0.000562
                    288,                0.52484,                0.51085,                0.87562,                0.99689,                      1,                  0.995,                0.91605,                0.40844,                0.34769,                0.81944,               0.000529,               0.000529,               0.000529
                    289,                0.54245,                0.48487,                0.89467,                0.99681,                      1,                  0.995,                0.91097,                0.41056,                0.34774,                0.81984,               0.000496,               0.000496,               0.000496
                    290,                0.50101,                0.51146,                0.88066,                0.99676,                      1,                  0.995,                0.91152,                0.41034,                0.34957,                0.81973,               0.000463,               0.000463,               0.000463
                    291,                 0.4798,                0.44364,                0.86899,                0.99614,                      1,                  0.995,                0.90789,                0.41251,                0.35294,                0.81997,                0.00043,                0.00043,                0.00043
                    292,                0.51402,                 0.5028,                0.86514,                0.99614,                      1,                  0.995,                0.90789,                0.41251,                0.35294,                0.81997,               0.000397,               0.000397,               0.000397
                    293,                0.45453,                0.46115,                0.83988,                0.99599,                      1,                  0.995,                0.90981,                0.41652,                0.35633,                0.82065,               0.000364,               0.000364,               0.000364
                    294,                0.48298,                0.47999,                0.87666,                0.99588,                      1,                  0.995,                0.90403,                0.41997,                0.35874,                0.82153,               0.000331,               0.000331,               0.000331
                    295,                0.48838,                0.52465,                0.89142,                0.99576,                      1,                  0.995,                0.89884,                0.42097,                0.36123,                0.82175,               0.000298,               0.000298,               0.000298
                    296,                0.50709,                0.45877,                0.84246,                0.99576,                      1,                  0.995,                0.89884,                0.42097,                0.36123,                0.82175,               0.000265,               0.000265,               0.000265
                    297,                 0.4913,                0.47328,                 0.8646,                0.99575,                      1,                  0.995,                0.89726,                0.42535,                0.36402,                0.82291,               0.000232,               0.000232,               0.000232
                    298,                0.45353,                0.46569,                0.85012,                0.99636,                      1,                  0.995,                0.89757,                0.42908,                0.36623,                0.82407,               0.000199,               0.000199,               0.000199
                    299,                0.47267,                0.44818,                0.82418,                0.99591,                      1,                  0.995,                0.89634,                0.42849,                0.36592,                0.82421,               0.000166,               0.000166,               0.000166
